,comment_clean_custom,regex_label,regex_label_new
181,call pler order location code charger state send wrong one give two option one store make exchange second return send correct one second option offer one say want free explain send back get money refund pay new one get mad hung,['Bill Error/Issues'],Bill Error/Issues
182,state agent put wrong ptp owe charge agent fee,['Bill Error/Issues'],Bill Error/Issues
183,get email canada not want charge advise cut should not add promo also plan option,[],Bill Error/Issues
184,cust call receive new charge cable wrong charge block cust receive usb block need usb advise cust swap cable block corporate store,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
185,incorrect charge add already device home protect insurance add twice,"['Bill Error/Issues', 'Setup/ Activate Phone']",Bill Error/Issues
186,cause miss credit line wrongfully add charge reps already take charge already apply remain nbs,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
187,situation task lot trouble back order purchase cellphone charger charger inside price incorrect expect promotion action review result transfer insight sale,['Bill Error/Issues'],Bill Error/Issues
188,cust line cut say past due balance charge call regard concern advise something wrong system charge take card transfer process credit already remark,['Bill Error/Issues'],Bill Error/Issues
189,concerned charge order ship wrong address adv check deliver receive submit ticket lose steal package repler,['Bill Error/Issues'],Bill Error/Issues
190,someone suppose call back dispute charge long distn call wrong line suppose global calling feature want speak prev agent process credit,['Bill Error/Issues'],Bill Error/Issues
191,call charge place wrongly wave call charge wrongly wave,['Bill Error/Issues'],Bill Error/Issues
192,advise within hrs otc apply cover wrong dpp charge,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
193,cust receive wrong device make sure charge full price advise temp enroll auto pay apply otc,['Bill Error/Issues'],Bill Error/Issues
194,information give cust incorrect possible charge xfer may mistakenly make call min,"['Call Trouble', 'Bill Error/Issues']",Bill Error/Issues
195,say charge wrong phone educate mention make payment store educate payment reflect need get statement get contact financial team,['Bill Error/Issues'],Bill Error/Issues
196,esc req speak sup due fact impression charge basic phone adv incorrect pitch speak value saving cust agree change still express bell churn offer credit month disc accept set exp,['Bill Error/Issues'],Bill Error/Issues
197,user crystal havens sup note tell should not charge since insu dev ask dev credit transfer care gcs gvillanueva crystal havens sup note tell should not charge since insu dev ask dev credit transfer care gcs gvillanueva,[],Bill Error/Issues
198,tre reach verizon store garden city ask phone charger adapter say call wrong ask store phone info prov,['Bill Error/Issues'],Bill Error/Issues
199,call state buy new phone give wrong charger refer cust back store trade charger,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
200,change address since may charge incorrectly taxis check change address disco,['Bill Error/Issues'],Bill Error/Issues
201,run phone internet survellance website hack phone check educ iregard phone mention list history possible hack check ask remember receieve unwanted call message relate fraudulent activity scam alreay inform already check line noithe line also check unwanted charge nothing wrong oin,['Bill Error/Issues'],Bill Error/Issues
202,gen help rachel care change plan lot promo promo wrong promo trade imei accept loyalty offer adv keep teh chargeback since wrong add new promo backdte,['Bill Error/Issues'],Bill Error/Issues
203,cust call regard wrongful charge make verizon request march immediately request process,['Bill Error/Issues'],Bill Error/Issues
204,dennis receive usb cable new phone order cable wrong end plug charger process itt replment,['Bill Error/Issues'],Bill Error/Issues
205,regard chargeback assese line incorrect promo apply eligi offer ost page package seent back order promo add confirm eligibilty elig premium plan high trade,['Bill Error/Issues'],Bill Error/Issues
206,enccustomer come store complain charge incorrect black apple watch ship verizon apparently customer service find return watch enccust come store complain charge incorrect black apple watch ship verizon apparently cust service find return watch,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
207,loc uid cust order clnr due battery swell iphone pro screen come one side damage phone long hold charge clnr deliver wrong address come report fedex cust still need replacement device one hazard loc uid cust order clnr due battery swell iphone pro screen come one side damage phone long hold charge clnr deliver wrong address come report fedex cust still need replment device one hazard,['Bill Error/Issues'],Bill Error/Issues
208,payment come wrong edu charge take acct pmt current balance decline offer payment come wrong edu charge take pmt current balance decline offer,['Bill Error/Issues'],Bill Error/Issues
209,month sale phone cst say include wrong charge cable advise sell one hung send call back answer,['Bill Error/Issues'],Bill Error/Issues
210,alex trofin ioan trofin get wrong watch get charger watch want ensure charge suppose get apple pod educate,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
211,escalation correct line promo charge offer open enrollment cust fully understand charge back incorrect promo,['Bill Error/Issues'],Bill Error/Issues
212,peter retention department send wrong charger want pay twice state lie discount call say receive wrong thing already throw box want get new device send incorrect say want worry look device want pay state cancel service,['Bill Error/Issues'],Bill Error/Issues
213,call informed charge end verify user different pin also incorrect call informed charge end verify different pin also incorrect,['Bill Error/Issues'],Bill Error/Issues
214,address match address request pende incorrect tax charge line,['Bill Error/Issues'],Bill Error/Issues
215,adj chargeback loyalty offer chargeback feb invoice incorrect discount application adj price plan adj line discount pmt method eligible method self service adv new balance march draft invoice adv nbs change correction make discount discount,['Bill Error/Issues'],Bill Error/Issues
216,charge porr experience since start incorrect port submit customer make rebate invalid customer charge incorrect line customer call rebate previously charge porr experience since start incorrect port submit cust make rebate invalid cust charge incorrect line cust call rebate previously,['Bill Error/Issues'],Bill Error/Issues
217,call order home internet deliver wrong address want charge resolution advise already submit itt ticket provide ticket assure taht worry future charge,['Bill Error/Issues'],Bill Error/Issues
218,bught watch activate phone time call still charge mobile line connect device send request active watch get line straighten prevent charge wrong plan,"['Bill Error/Issues', 'Setup/ Activate Phone']",Bill Error/Issues
219,previous call cust say autopay charge incorrect debit card accident cust change method payment charge closed cause chargeback fee since verify verizon error refer remark previous call,['Bill Error/Issues'],Bill Error/Issues
220,line suppose disconnect ask question regard disconnect suppose happen become upset say charge incorrectly play game claim someone else use line different adv disconnect line request supervisor,['Bill Error/Issues'],Bill Error/Issues
221,charge port phone wil charge state wiggle cord order charge ask loose bent break state thatwe also send warranty replacement look send wrong address take looka charge port phone wil charge state wiggle cord order charge ask loose bent break state thatwe also send warranty replment look send wrong address take looka,['Bill Error/Issues'],Bill Error/Issues
222,executive office executive office receive urgent complaint regard discount charge taxis incorrectly reach cust update acs upon resolution executive office executive office receive urgent complaint regard discount charge taxis incorrectly reach cust acs upon resolution,['Bill Error/Issues'],Bill Error/Issues
223,david broome cellular sale charlotte balla create unlimited plan cancel order order wrong device size still charge device receive able refresh auto update spending limit david broome cellular sale charlotte balla create unlimited plan cancel order order wrong device size still charge device receive able refresh auto spending limit,"['Credit Request/ Get Waiver', 'Bill Error/Issues']",Bill Error/Issues
224,charge wrongly stay hotel near look never get border,['Bill Error/Issues'],Bill Error/Issues
225,confirm begin process request ticket request resolve within day appreciate patience apologize inconvenience may cause file payment investigation cuz show payment card involve top charge wrong,['Bill Error/Issues'],Bill Error/Issues
226,check charge business wrong pop ask phon eline associate business wrong info provide end call,['Bill Error/Issues'],Bill Error/Issues
227,cust receive promo trade line submit correction cust aware charge incorrect promo trade market value line,['Bill Error/Issues'],Bill Error/Issues
